Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[1]	DS_Pr[0]	MV_Pr[1]	MV_Pr[0]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
172	1	1	1	1	1	0.9999	0.0001	1.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.99%	100.00%	99.97%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	99.99%	100.00%
173	1	1	1	1	1	1.0000	0.0000	0.8000	0.2000	0.0001	0.3200	0.0000	0.2000	0.0000	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	99.99%	60.00%	99.99%	36.00%	99.99%	60.00%	100.00%	100.00%	100.00%	100.00%	99.99%	60.00%
174	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
175	0	1	1	1	1	0.9739	0.0261	0.6000	0.4000	0.0509	0.4800	0.0261	0.4000	0.0261	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9739	0.6000	94.77%	20.00%	89.82%	4.00%	94.77%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-94.77%	-20.00%
176	0	0	0	0	0	0.4711	0.5289	0.2000	0.8000	0.4983	0.3200	0.4711	0.2000	0.4711	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.4711	0.2000	5.78%	60.00%	0.33%	36.00%	5.78%	60.00%	100.00%	100.00%	100.00%	100.00%	5.78%	60.00%
177	1	0	0	0	0	0.1724	0.8276	0.2000	0.8000	0.2853	0.3200	0.1724	0.2000	0.1724	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8276	0.8000	65.52%	60.00%	42.93%	36.00%	65.52%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-65.52%	-60.00%
178	0	1	1	1	1	0.9796	0.0204	0.6000	0.4000	0.0400	0.4800	0.0204	0.4000	0.0204	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9796	0.6000	95.91%	20.00%	91.99%	4.00%	95.91%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-95.91%	-20.00%
179	0	0	0	0	0	0.0892	0.9108	0.0000	1.0000	0.1625	0.0000	0.0892	0.0000	0.0892	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0892	0.0000	82.16%	100.00%	67.50%	100.00%	82.16%	100.00%	100.00%	100.00%	100.00%	100.00%	82.16%	100.00%
18	0	0	0	0	0	0.0354	0.9646	0.0000	1.0000	0.0683	0.0000	0.0354	0.0000	0.0354	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0354	0.0000	92.92%	100.00%	86.34%	100.00%	92.92%	100.00%	100.00%	100.00%	100.00%	100.00%	92.92%	100.00%
180	1	0	0	0	0	0.0687	0.9313	0.0000	1.0000	0.1280	0.0000	0.0687	0.0000	0.0687	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9313	1.0000	86.26%	100.00%	74.40%	100.00%	86.26%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-86.26%	-100.00%
181	0	0	0	0	0	0.0463	0.9538	0.0000	1.0000	0.0882	0.0000	0.0463	0.0000	0.0463	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0463	0.0000	90.75%	100.00%	82.36%	100.00%	90.75%	100.00%	100.00%	100.00%	100.00%	100.00%	90.75%	100.00%
182	1	1	1	1	1	0.9996	0.0004	1.0000	0.0000	0.0008	0.0000	0.0004	0.0000	0.0004	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	99.92%	100.00%	99.84%	100.00%	99.92%	100.00%	100.00%	100.00%	100.00%	100.00%	99.92%	100.00%
183	1	1	1	1	1	0.9833	0.0167	0.6000	0.4000	0.0328	0.4800	0.0167	0.4000	0.0167	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0167	0.4000	96.66%	20.00%	93.44%	4.00%	96.66%	20.00%	100.00%	100.00%	100.00%	100.00%	96.66%	20.00%
184	1	0	0	0	0	0.2515	0.7485	0.4000	0.6000	0.3765	0.4800	0.2515	0.4000	0.2515	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.7485	0.6000	49.70%	20.00%	24.70%	4.00%	49.70%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-49.70%	-20.00%
185	0	0	0	0	0	0.0516	0.9485	0.0000	1.0000	0.0978	0.0000	0.0516	0.0000	0.0516	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0516	0.0000	89.69%	100.00%	80.44%	100.00%	89.69%	100.00%	100.00%	100.00%	100.00%	100.00%	89.69%	100.00%
186	0	0	0	0	0	0.0569	0.9432	0.0000	1.0000	0.1072	0.0000	0.0569	0.0000	0.0569	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0569	0.0000	88.63%	100.00%	78.55%	100.00%	88.63%	100.00%	100.00%	100.00%	100.00%	100.00%	88.63%	100.00%
187	1	1	1	1	1	0.9911	0.0089	0.8000	0.2000	0.0177	0.3200	0.0089	0.2000	0.0089	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0089	0.2000	98.21%	60.00%	96.46%	36.00%	98.21%	60.00%	100.00%	100.00%	100.00%	100.00%	98.21%	60.00%
188	1	1	1	1	1	0.9631	0.0370	0.6000	0.4000	0.0712	0.4800	0.0370	0.4000	0.0370	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0370	0.4000	92.61%	20.00%	85.77%	4.00%	92.61%	20.00%	100.00%	100.00%	100.00%	100.00%	92.61%	20.00%
189	1	0	0	0	0	0.0149	0.9851	0.0000	1.0000	0.0294	0.0000	0.0149	0.0000	0.0149	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9851	1.0000	97.02%	100.00%	94.12%	100.00%	97.02%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-97.02%	-100.00%
19	0	0	0	0	0	0.0484	0.9516	0.0000	1.0000	0.0922	0.0000	0.0484	0.0000	0.0484	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0484	0.0000	90.31%	100.00%	81.57%	100.00%	90.31%	100.00%	100.00%	100.00%	100.00%	100.00%	90.31%	100.00%
190	1	1	0	1	0	0.8050	0.1950	0.4000	0.6000	0.3140	0.4800	0.1950	0.4000	0.1950	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.1950	0.6000	61.00%	20.00%	37.21%	4.00%	61.00%	20.00%	100.00%	-100.00%	100.00%	-100.00%	61.00%	-20.00%
191	1	0	0	0	0	0.0623	0.9377	0.0000	1.0000	0.1168	0.0000	0.0623	0.0000	0.0623	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9377	1.0000	87.54%	100.00%	76.63%	100.00%	87.54%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-87.54%	-100.00%
192	1	0	0	0	0	0.1688	0.8313	0.2000	0.8000	0.2805	0.3200	0.1688	0.2000	0.1688	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8313	0.8000	66.25%	60.00%	43.89%	36.00%	66.25%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-66.25%	-60.00%
193	1	1	0	1	0	0.6431	0.3569	0.4000	0.6000	0.4591	0.4800	0.3569	0.4000	0.3569	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.3569	0.6000	28.62%	20.00%	8.19%	4.00%	28.62%	20.00%	100.00%	-100.00%	100.00%	-100.00%	28.62%	-20.00%
194	0	0	0	0	0	0.0494	0.9506	0.0000	1.0000	0.0940	0.0000	0.0494	0.0000	0.0494	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0494	0.0000	90.12%	100.00%	81.21%	100.00%	90.12%	100.00%	100.00%	100.00%	100.00%	100.00%	90.12%	100.00%
195	1	1	1	1	1	0.9999	0.0001	1.0000	0.0000	0.0003	0.0000	0.0001	0.0000	0.0001	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.97%	100.00%	99.95%	100.00%	99.97%	100.00%	100.00%	100.00%	100.00%	100.00%	99.97%	100.00%
196	1	0	0	0	0	0.2294	0.7707	0.2000	0.8000	0.3535	0.3200	0.2294	0.2000	0.2294	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.7707	0.8000	54.13%	60.00%	29.30%	36.00%	54.13%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-54.13%	-60.00%
197	1	0	0	0	0	0.4735	0.5265	0.2000	0.8000	0.4986	0.3200	0.4735	0.2000	0.4735	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.5265	0.8000	5.29%	60.00%	0.28%	36.00%	5.29%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-5.29%	-60.00%
198	1	0	0	0	0	0.4814	0.5186	0.2000	0.8000	0.4993	0.3200	0.4814	0.2000	0.4814	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.5186	0.8000	3.72%	60.00%	0.14%	36.00%	3.72%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-3.72%	-60.00%
199	0	0	0	0	0	0.0718	0.9282	0.0000	1.0000	0.1333	0.0000	0.0718	0.0000	0.0718	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0718	0.0000	85.63%	100.00%	73.33%	100.00%	85.63%	100.00%	100.00%	100.00%	100.00%	100.00%	85.63%	100.00%
2	1	1	1	1	1	1.0000	0.0000	0.8000	0.2000	0.0000	0.3200	0.0000	0.2000	0.0000	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	100.00%	60.00%	100.00%	36.00%	100.00%	60.00%	100.00%	100.00%	100.00%	100.00%	100.00%	60.00%
20	1	1	1	1	1	0.9968	0.0032	1.0000	0.0000	0.0064	0.0000	0.0032	0.0000	0.0032	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0032	0.0000	99.36%	100.00%	98.72%	100.00%	99.36%	100.00%	100.00%	100.00%	100.00%	100.00%	99.36%	100.00%
200	0	0	0	0	0	0.0672	0.9328	0.0000	1.0000	0.1254	0.0000	0.0672	0.0000	0.0672	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	86.56%	100.00%	74.92%	100.00%	86.56%	100.00%	100.00%	100.00%	100.00%	100.00%	86.56%	100.00%
201	0	0	0	0	0	0.2476	0.7525	0.2000	0.8000	0.3725	0.3200	0.2476	0.2000	0.2476	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.2476	0.2000	50.49%	60.00%	25.49%	36.00%	50.49%	60.00%	100.00%	100.00%	100.00%	100.00%	50.49%	60.00%
202	0	0	0	0	0	0.0530	0.9470	0.0000	1.0000	0.1005	0.0000	0.0530	0.0000	0.0530	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0530	0.0000	89.39%	100.00%	79.91%	100.00%	89.39%	100.00%	100.00%	100.00%	100.00%	100.00%	89.39%	100.00%
203	1	0	0	0	0	0.0781	0.9219	0.0000	1.0000	0.1440	0.0000	0.0781	0.0000	0.0781	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9219	1.0000	84.39%	100.00%	71.21%	100.00%	84.39%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-84.39%	-100.00%
204	0	0	0	0	0	0.0128	0.9872	0.0000	1.0000	0.0253	0.0000	0.0128	0.0000	0.0128	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0128	0.0000	97.44%	100.00%	94.95%	100.00%	97.44%	100.00%	100.00%	100.00%	100.00%	100.00%	97.44%	100.00%
205	0	1	1	1	1	0.9445	0.0555	0.6000	0.4000	0.1048	0.4800	0.0555	0.4000	0.0555	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9445	0.6000	88.91%	20.00%	79.04%	4.00%	88.91%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-88.91%	-20.00%
206	1	0	0	0	0	0.4310	0.5690	0.4000	0.6000	0.4905	0.4800	0.4310	0.4000	0.4310	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.5690	0.6000	13.81%	20.00%	1.91%	4.00%	13.81%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-13.81%	-20.00%
207	1	1	1	1	1	0.9963	0.0037	0.6000	0.4000	0.0074	0.4800	0.0037	0.4000	0.0037	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0037	0.4000	99.26%	20.00%	98.52%	4.00%	99.26%	20.00%	100.00%	100.00%	100.00%	100.00%	99.26%	20.00%
208	1	0	0	0	0	0.2565	0.7435	0.2000	0.8000	0.3814	0.3200	0.2565	0.2000	0.2565	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.7435	0.8000	48.70%	60.00%	23.71%	36.00%	48.70%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-48.70%	-60.00%
209	0	0	0	0	0	0.0295	0.9705	0.0000	1.0000	0.0573	0.0000	0.0295	0.0000	0.0295	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0295	0.0000	94.09%	100.00%	88.54%	100.00%	94.09%	100.00%	100.00%	100.00%	100.00%	100.00%	94.09%	100.00%
21	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
210	0	0	0	0	0	0.0507	0.9493	0.0000	1.0000	0.0963	0.0000	0.0507	0.0000	0.0507	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0507	0.0000	89.86%	100.00%	80.74%	100.00%	89.86%	100.00%	100.00%	100.00%	100.00%	100.00%	89.86%	100.00%
211	1	1	1	1	1	0.9994	0.0006	1.0000	0.0000	0.0011	0.0000	0.0006	0.0000	0.0006	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000	99.89%	100.00%	99.77%	100.00%	99.89%	100.00%	100.00%	100.00%	100.00%	100.00%	99.89%	100.00%
212	1	1	1	1	1	0.9531	0.0469	0.6000	0.4000	0.0894	0.4800	0.0469	0.4000	0.0469	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0469	0.4000	90.62%	20.00%	82.12%	4.00%	90.62%	20.00%	100.00%	100.00%	100.00%	100.00%	90.62%	20.00%
213	1	1	1	1	1	0.9923	0.0077	0.8000	0.2000	0.0152	0.3200	0.0077	0.2000	0.0077	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0077	0.2000	98.47%	60.00%	96.96%	36.00%	98.47%	60.00%	100.00%	100.00%	100.00%	100.00%	98.47%	60.00%
214	0	0	0	0	0	0.0957	0.9043	0.0000	1.0000	0.1731	0.0000	0.0957	0.0000	0.0957	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0957	0.0000	80.86%	100.00%	65.39%	100.00%	80.86%	100.00%	100.00%	100.00%	100.00%	100.00%	80.86%	100.00%
215	1	0	0	0	0	0.2536	0.7464	0.2000	0.8000	0.3786	0.3200	0.2536	0.2000	0.2536	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.7464	0.8000	49.27%	60.00%	24.28%	36.00%	49.27%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-49.27%	-60.00%
216	1	1	1	1	1	0.9989	0.0012	0.8000	0.2000	0.0023	0.3200	0.0012	0.2000	0.0012	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0012	0.2000	99.77%	60.00%	99.54%	36.00%	99.77%	60.00%	100.00%	100.00%	100.00%	100.00%	99.77%	60.00%
217	1	1	0	1	0	0.7614	0.2386	0.4000	0.6000	0.3633	0.4800	0.2386	0.4000	0.2386	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.2386	0.6000	52.29%	20.00%	27.34%	4.00%	52.29%	20.00%	100.00%	-100.00%	100.00%	-100.00%	52.29%	-20.00%
218	0	0	0	0	0	0.0396	0.9604	0.0000	1.0000	0.0760	0.0000	0.0396	0.0000	0.0396	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0396	0.0000	92.09%	100.00%	84.80%	100.00%	92.09%	100.00%	100.00%	100.00%	100.00%	100.00%	92.09%	100.00%
219	0	0	0	0	0	0.2862	0.7138	0.2000	0.8000	0.4086	0.3200	0.2862	0.2000	0.2862	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.2862	0.2000	42.75%	60.00%	18.28%	36.00%	42.75%	60.00%	100.00%	100.00%	100.00%	100.00%	42.75%	60.00%
22	1	0	0	0	0	0.0837	0.9163	0.2000	0.8000	0.1534	0.3200	0.0837	0.2000	0.0837	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9163	0.8000	83.26%	60.00%	69.33%	36.00%	83.26%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-83.26%	-60.00%
220	1	0	0	0	0	0.4994	0.5006	0.2000	0.8000	0.5000	0.3200	0.4994	0.2000	0.4994	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.5006	0.8000	0.13%	60.00%	0.00%	36.00%	0.13%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-0.13%	-60.00%
221	1	1	1	1	1	0.9989	0.0011	0.8000	0.2000	0.0022	0.3200	0.0011	0.2000	0.0011	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0011	0.2000	99.78%	60.00%	99.56%	36.00%	99.78%	60.00%	100.00%	100.00%	100.00%	100.00%	99.78%	60.00%
222	0	0	0	0	0	0.3623	0.6377	0.2000	0.8000	0.4621	0.3200	0.3623	0.2000	0.3623	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3623	0.2000	27.53%	60.00%	7.58%	36.00%	27.53%	60.00%	100.00%	100.00%	100.00%	100.00%	27.53%	60.00%
223	0	0	0	0	0	0.0108	0.9892	0.0000	1.0000	0.0214	0.0000	0.0108	0.0000	0.0108	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0108	0.0000	97.83%	100.00%	95.71%	100.00%	97.83%	100.00%	100.00%	100.00%	100.00%	100.00%	97.83%	100.00%
224	1	1	1	1	1	0.9996	0.0005	0.8000	0.2000	0.0009	0.3200	0.0005	0.2000	0.0005	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0005	0.2000	99.91%	60.00%	99.82%	36.00%	99.91%	60.00%	100.00%	100.00%	100.00%	100.00%	99.91%	60.00%
225	0	1	0	1	0	0.9165	0.0835	0.4000	0.6000	0.1531	0.4800	0.0835	0.4000	0.0835	0.4000	0.5000	0.5000	1.0000	0.0000	1.0000	0.0000	0.9165	0.4000	83.30%	20.00%	69.39%	4.00%	83.30%	20.00%	-100.00%	100.00%	-100.00%	100.00%	-83.30%	20.00%
226	1	0	0	0	0	0.0107	0.9893	0.0000	1.0000	0.0211	0.0000	0.0107	0.0000	0.0107	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9893	1.0000	97.86%	100.00%	95.77%	100.00%	97.86%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-97.86%	-100.00%
227	0	0	0	0	0	0.2536	0.7464	0.2000	0.8000	0.3786	0.3200	0.2536	0.2000	0.2536	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.2536	0.2000	49.27%	60.00%	24.28%	36.00%	49.27%	60.00%	100.00%	100.00%	100.00%	100.00%	49.27%	60.00%
228	0	0	0	0	0	0.0629	0.9371	0.0000	1.0000	0.1180	0.0000	0.0629	0.0000	0.0629	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0629	0.0000	87.41%	100.00%	76.41%	100.00%	87.41%	100.00%	100.00%	100.00%	100.00%	100.00%	87.41%	100.00%
229	1	1	1	1	1	0.9999	0.0001	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
23	0	0	0	0	0	0.0426	0.9574	0.0000	1.0000	0.0816	0.0000	0.0426	0.0000	0.0426	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0426	0.0000	91.47%	100.00%	83.67%	100.00%	91.47%	100.00%	100.00%	100.00%	100.00%	100.00%	91.47%	100.00%
230	0	0	0	0	0	0.0926	0.9074	0.0000	1.0000	0.1680	0.0000	0.0926	0.0000	0.0926	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0926	0.0000	81.48%	100.00%	66.39%	100.00%	81.48%	100.00%	100.00%	100.00%	100.00%	100.00%	81.48%	100.00%
231	0	0	0	0	0	0.0127	0.9873	0.0000	1.0000	0.0250	0.0000	0.0127	0.0000	0.0127	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0127	0.0000	97.47%	100.00%	95.00%	100.00%	97.47%	100.00%	100.00%	100.00%	100.00%	100.00%	97.47%	100.00%
232	1	0	0	0	0	0.1975	0.8025	0.2000	0.8000	0.3170	0.3200	0.1975	0.2000	0.1975	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8025	0.8000	60.49%	60.00%	36.60%	36.00%	60.49%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-60.49%	-60.00%
233	0	0	0	0	0	0.0049	0.9951	0.0000	1.0000	0.0098	0.0000	0.0049	0.0000	0.0049	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0049	0.0000	99.01%	100.00%	98.03%	100.00%	99.01%	100.00%	100.00%	100.00%	100.00%	100.00%	99.01%	100.00%
234	0	0	0	0	0	0.3130	0.6870	0.2000	0.8000	0.4301	0.3200	0.3130	0.2000	0.3130	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3130	0.2000	37.40%	60.00%	13.98%	36.00%	37.40%	60.00%	100.00%	100.00%	100.00%	100.00%	37.40%	60.00%
235	0	0	0	0	0	0.1412	0.8588	0.2000	0.8000	0.2426	0.3200	0.1412	0.2000	0.1412	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1412	0.2000	71.75%	60.00%	51.49%	36.00%	71.75%	60.00%	100.00%	100.00%	100.00%	100.00%	71.75%	60.00%
236	0	0	0	0	0	0.2929	0.7071	0.2000	0.8000	0.4142	0.3200	0.2929	0.2000	0.2929	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.2929	0.2000	41.42%	60.00%	17.16%	36.00%	41.42%	60.00%	100.00%	100.00%	100.00%	100.00%	41.42%	60.00%
237	1	1	1	1	1	0.9999	0.0001	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
238	0	0	0	0	0	0.0046	0.9954	0.0000	1.0000	0.0091	0.0000	0.0046	0.0000	0.0046	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0046	0.0000	99.09%	100.00%	98.18%	100.00%	99.09%	100.00%	100.00%	100.00%	100.00%	100.00%	99.09%	100.00%
239	0	0	0	0	0	0.0565	0.9435	0.0000	1.0000	0.1067	0.0000	0.0565	0.0000	0.0565	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0565	0.0000	88.70%	100.00%	78.67%	100.00%	88.70%	100.00%	100.00%	100.00%	100.00%	100.00%	88.70%	100.00%
24	1	0	0	0	0	0.3814	0.6186	0.2000	0.8000	0.4719	0.3200	0.3814	0.2000	0.3814	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.6186	0.8000	23.72%	60.00%	5.63%	36.00%	23.72%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-23.72%	-60.00%
240	0	0	0	0	0	0.0134	0.9866	0.0000	1.0000	0.0264	0.0000	0.0134	0.0000	0.0134	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0134	0.0000	97.32%	100.00%	94.72%	100.00%	97.32%	100.00%	100.00%	100.00%	100.00%	100.00%	97.32%	100.00%
241	1	1	0	1	0	0.8367	0.1633	0.4000	0.6000	0.2732	0.4800	0.1633	0.4000	0.1633	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.1633	0.6000	67.34%	20.00%	45.35%	4.00%	67.34%	20.00%	100.00%	-100.00%	100.00%	-100.00%	67.34%	-20.00%
242	1	1	1	1	1	0.9473	0.0527	0.6000	0.4000	0.0999	0.4800	0.0527	0.4000	0.0527	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0527	0.4000	89.45%	20.00%	80.02%	4.00%	89.45%	20.00%	100.00%	100.00%	100.00%	100.00%	89.45%	20.00%
243	1	0	0	0	0	0.2918	0.7082	0.2000	0.8000	0.4133	0.3200	0.2918	0.2000	0.2918	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.7082	0.8000	41.63%	60.00%	17.33%	36.00%	41.63%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-41.63%	-60.00%
244	0	1	1	1	1	0.9369	0.0631	0.6000	0.4000	0.1183	0.4800	0.0631	0.4000	0.0631	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9369	0.6000	87.38%	20.00%	76.35%	4.00%	87.38%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-87.38%	-20.00%
245	1	0	0	0	0	0.0124	0.9876	0.0000	1.0000	0.0245	0.0000	0.0124	0.0000	0.0124	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9876	1.0000	97.52%	100.00%	95.09%	100.00%	97.52%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-97.52%	-100.00%
